"CLIENTNUM","Target","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Trans_Amt","Total_Trans_Ct","Avg_Utilization_Ratio","Flag_Muestra"
"709261383","0","56","F","3","Graduate","Married","$40K - $60K","Blue","36","2","3","2","1872.0","661","1211.0","4970","81","0.353","1"
"709278258","1","54","M","2","Unknown","Married","$40K - $60K","Blue","44","4","3","2","2902.0","2517","385.0","996","26","0.867","0"
"709279608","0","45","M","4","High School","Married","$80K - $120K","Blue","35","5","2","3","9852.0","2277","7575.0","3813","71","0.231","1"
"709283358","1","43","F","4","Unknown","Married","Less than $40K","Blue","29","6","2","3","2895.0","0","2895.0","2473","42","0.0","1"
"709289358","0","46","M","3","Graduate","Single","$80K - $120K","Blue","38","4","1","2","8101.0","1266","6835.0","3226","53","0.156","1"
"709297608","1","38","M","3","College","Single","$80K - $120K","Blue","26","3","3","2","1438.3","0","1438.3","1585","32","0.0","1"
"709300458","0","48","M","1","Graduate","Unknown","Less than $40K","Blue","43","5","3","3","7199.0","1031","6168.0","4041","73","0.143","0"
"709307808","1","59","F","2","High School","Married","$40K - $60K","Blue","36","3","3","3","4375.0","0","4375.0","2507","53","0.0","1"
"709309308","1","50","M","3","College","Unknown","$80K - $120K","Blue","37","1","3","2","27186.0","0","27186.0","1704","34","0.0","1"
"709310433","0","65","F","0","Unknown","Single","Less than $40K","Blue","56","3","2","2","5441.0","812","4629.0","4480","76","0.149","1"
"709319658","1","48","F","4","Graduate","Single","Less than $40K","Platinum","37","5","3","4","15987.0","0","15987.0","7681","71","0.0","0"
"709321908","1","47","M","3","High School","Single","$80K - $120K","Blue","29","2","2","3","7498.0","2319","5179.0","1676","51","0.309","0"
"709327383","0","45","F","2","Graduate","Married","Unknown","Blue","37","6","1","2","14470.0","1157","13313.0","1207","21","0.08","1"
"709338633","1","56","F","1","Graduate","Single","$40K - $60K","Blue","37","2","4","3","2339.0","0","2339.0","1542","45","0.0","1"
"709339758","0","43","M","3","Unknown","Single","$120K +","Blue","30","4","2","3","11926.0","1766","10160.0","3778","84","0.148","1"
"709345008","1","53","F","2","Doctorate","Married","Unknown","Blue","39","1","2","3","1438.3","0","1438.3","807","22","0.0","1"
"709362033","1","52","F","1","Graduate","Married","Less than $40K","Blue","42","1","5","3","1471.0","0","1471.0","2253","48","0.0","1"
"709365483","0","45","F","2","Doctorate","Divorced","$40K - $60K","Blue","36","5","3","3","2788.0","1826","962.0","4437","67","0.655","1"
"709366458","0","43","F","3","College","Married","Less than $40K","Blue","36","3","2","4","2227.0","1394","833.0","1972","41","0.626","1"
"709380333","0","57","M","1","Uneducated","Married","$120K +","Blue","36","6","2","3","24545.0","1735","22810.0","1671","45","0.071","1"
"709382958","0","55","F","2","Graduate","Married","$40K - $60K","Blue","46","6","1","4","2894.0","2077","817.0","1017","25","0.718","1"
"709383933","1","31","M","2","Unknown","Unknown","$80K - $120K","Blue","18","2","1","3","4246.0","2517","1729.0","8102","66","0.593","1"
"709405758","0","36","M","2","Graduate","Married","$60K - $80K","Blue","28","4","3","2","1911.0","1217","694.0","1965","49","0.637","1"
"709407933","0","51","M","3","High School","Single","$80K - $120K","Silver","38","5","3","4","34516.0","1802","32714.0","4544","80","0.052","1"
"709413933","1","56","M","2","High School","Single","$40K - $60K","Blue","40","2","6","4","2381.0","651","1730.0","1920","46","0.273","1"
"709426608","0","56","M","1","Doctorate","Married","$60K - $80K","Blue","46","5","2","4","5248.0","1816","3432.0","2305","45","0.346","1"
"709430508","1","40","M","4","High School","Unknown","$40K - $60K","Blue","32","1","2","3","7316.0","1335","5981.0","1849","50","0.182","1"
"709435533","1","53","F","1","Unknown","Single","Less than $40K","Blue","41","2","3","2","3099.0","0","3099.0","1401","44","0.0","1"
"709436883","0","56","F","2","Uneducated","Single","$40K - $60K","Blue","48","6","2","2","2941.0","1619","1322.0","5000","87","0.55","1"
"709444983","1","38","F","3","Uneducated","Single","$40K - $60K","Blue","30","3","2","3","2435.0","2432","3.0","1460","32","0.999","0"
"709449333","0","49","M","1","High School","Single","$60K - $80K","Blue","40","6","2","2","3170.0","1428","1742.0","4097","72","0.45","1"
"709451508","0","63","F","1","High School","Married","Unknown","Blue","50","6","1","3","12766.0","0","12766.0","1191","28","0.0","1"
"709460883","1","38","F","2","Doctorate","Married","Less than $40K","Blue","28","5","2","4","1614.0","0","1614.0","2437","46","0.0","1"
"709486158","0","33","F","3","Graduate","Married","Less than $40K","Blue","20","5","1","3","1438.3","0","1438.3","4530","72","0.0","1"
"709488108","1","42","M","4","College","Single","$40K - $60K","Blue","36","5","2","3","10543.0","0","10543.0","1841","39","0.0","1"
"709495833","1","44","F","2","Graduate","Single","Less than $40K","Blue","36","5","2","4","1438.3","0","1438.3","1944","36","0.0","0"
"709497108","0","44","F","2","High School","Married","Less than $40K","Blue","36","2","1","0","6633.0","1322","5311.0","8396","106","0.199","1"
"709500183","1","46","F","3","College","Married","Less than $40K","Blue","36","2","3","4","1804.0","0","1804.0","2077","44","0.0","1"
"709505808","1","45","F","3","College","Single","Unknown","Blue","33","5","3","4","4345.0","2198","2147.0","1918","31","0.506","1"
"709513458","0","49","M","3","High School","Unknown","$60K - $80K","Blue","36","3","2","2","9551.0","1833","7718.0","3213","52","0.192","1"
"709514433","0","41","M","3","High School","Married","$80K - $120K","Blue","33","2","1","1","13818.0","609","13209.0","13209","101","0.044","1"
"709520058","1","53","M","5","Uneducated","Married","$120K +","Blue","38","4","2","2","19138.0","0","19138.0","2028","43","0.0","1"
"709523508","0","65","F","0","Uneducated","Unknown","Less than $40K","Silver","53","5","1","2","11097.0","0","11097.0","4836","83","0.0","1"
"709528308","0","53","M","4","High School","Married","$80K - $120K","Blue","46","4","2","3","15242.0","1170","14072.0","1876","57","0.077","0"
"709534083","1","58","F","0","Uneducated","Divorced","Less than $40K","Blue","36","3","2","6","9909.0","0","9909.0","1844","41","0.0","0"
"709536483","1","57","M","3","Graduate","Married","$60K - $80K","Blue","49","5","0","3","8701.0","215","8486.0","1999","41","0.025","1"
"709537683","1","37","M","3","College","Married","$80K - $120K","Blue","30","3","4","3","11638.0","926","10712.0","563","15","0.08","0"
"709547658","1","39","M","2","Uneducated","Single","$60K - $80K","Blue","36","5","3","3","13961.0","1299","12662.0","783","20","0.093","1"
"709548783","1","44","M","2","Doctorate","Unknown","$40K - $60K","Blue","36","5","3","4","1438.3","0","1438.3","2100","54","0.0","1"
"709550958","0","51","M","3","Graduate","Married","$60K - $80K","Blue","32","3","1","4","7133.0","0","7133.0","2689","62","0.0","1"
"709556208","0","40","F","3","College","Single","$40K - $60K","Silver","28","2","1","2","22361.0","1873","20488.0","7586","94","0.084","1"
"709558608","0","39","M","3","Uneducated","Single","$80K - $120K","Blue","31","2","2","3","2844.0","2065","779.0","7345","73","0.726","1"
"709560258","1","49","F","3","Graduate","Single","Unknown","Blue","31","2","3","4","4946.0","0","4946.0","2239","38","0.0","0"
"709563258","1","50","F","2","Uneducated","Single","Unknown","Blue","41","2","3","2","2751.0","2253","498.0","2108","40","0.819","1"
"709564683","1","32","M","2","Graduate","Married","$40K - $60K","Blue","22","3","3","5","4739.0","0","4739.0","886","21","0.0","1"
"709566408","1","40","F","2","Graduate","Single","Less than $40K","Blue","30","5","3","6","4458.0","0","4458.0","9640","70","0.0","1"
"709571958","0","58","F","2","Graduate","Single","Less than $40K","Blue","47","1","1","2","2127.0","0","2127.0","4401","65","0.0","1"
"709579383","0","58","M","1","Uneducated","Married","$80K - $120K","Blue","50","5","3","2","6978.0","1148","5830.0","1362","26","0.165","1"
"709581483","1","40","F","4","Doctorate","Married","Less than $40K","Blue","21","1","2","1","2984.0","2517","467.0","2373","53","0.843","1"
"709584483","0","33","F","3","Graduate","Married","Less than $40K","Blue","25","4","1","4","3030.0","2517","513.0","1805","44","0.831","0"
"709587783","0","39","M","4","Post-Graduate","Single","$60K - $80K","Silver","36","6","3","3","25133.0","0","25133.0","4033","73","0.0","0"
"709607733","0","40","F","3","College","Married","Unknown","Blue","36","4","2","4","9191.0","1666","7525.0","4275","83","0.181","0"
"709608708","1","29","M","1","Graduate","Married","$60K - $80K","Blue","17","5","1","4","6500.0","2517","3983.0","9451","79","0.387","1"
"709611183","1","41","F","3","High School","Married","Less than $40K","Blue","31","3","3","3","3952.0","0","3952.0","8241","82","0.0","1"
"709612983","1","41","F","2","Graduate","Married","$40K - $60K","Blue","36","5","2","4","2990.0","1828","1162.0","2265","41","0.611","1"
"709614333","0","59","F","0","High School","Single","Unknown","Blue","36","4","3","1","10457.0","2148","8309.0","4649","74","0.205","1"
"709626858","0","44","F","3","High School","Married","Less than $40K","Blue","31","3","3","4","4985.0","1379","3606.0","4222","61","0.277","1"
"709632483","0","49","F","2","High School","Single","Less than $40K","Blue","40","3","2","2","1438.3","906","532.3","4457","84","0.63","1"
"709646433","1","59","F","1","High School","Married","Less than $40K","Blue","50","1","4","3","5043.0","743","4300.0","10170","66","0.147","1"
"709649958","1","62","M","0","Post-Graduate","Divorced","$60K - $80K","Silver","46","4","5","6","28229.0","287","27942.0","2281","45","0.01","1"
"709657533","1","44","M","3","High School","Unknown","$120K +","Blue","36","2","3","2","7793.0","2270","5523.0","8260","54","0.291","1"
"709660233","1","52","M","3","Unknown","Single","$80K - $120K","Blue","44","1","2","4","3526.0","2429","1097.0","7775","63","0.689","1"
"709663608","1","43","F","1","Graduate","Married","Less than $40K","Blue","36","4","2","4","1536.0","0","1536.0","1973","36","0.0","1"
"709679658","0","58","F","2","Graduate","Single","$40K - $60K","Blue","50","4","3","3","5386.0","0","5386.0","4846","84","0.0","1"
"709688883","1","45","M","3","High School","Unknown","$80K - $120K","Blue","36","4","3","2","3845.0","0","3845.0","2174","39","0.0","1"
"709695333","0","48","M","2","High School","Single","$80K - $120K","Blue","36","3","2","4","10227.0","1695","8532.0","3577","82","0.166","1"
"709707033","1","45","M","3","Graduate","Single","$60K - $80K","Blue","32","2","3","2","13162.0","0","13162.0","1424","38","0.0","1"
"709708233","1","49","F","3","Doctorate","Married","Less than $40K","Blue","29","3","4","2","7066.0","0","7066.0","1695","38","0.0","1"
"709709283","1","38","M","3","College","Single","$40K - $60K","Blue","19","1","2","4","3458.0","321","3137.0","2256","40","0.093","1"
"709711758","1","45","F","3","Uneducated","Divorced","Less than $40K","Blue","32","3","2","2","1942.0","0","1942.0","1853","31","0.0","1"
"709713033","1","55","M","1","College","Single","$80K - $120K","Blue","48","3","3","3","6846.0","0","6846.0","1735","35","0.0","1"
"709714008","1","50","F","1","Unknown","Single","Unknown","Blue","39","6","3","3","9248.0","0","9248.0","2325","45","0.0","1"
"709716258","0","48","M","3","High School","Unknown","$80K - $120K","Blue","36","3","1","3","7633.0","1707","5926.0","1807","58","0.224","1"
"709729533","1","47","M","3","Uneducated","Single","$40K - $60K","Blue","39","4","3","1","1809.0","457","1352.0","2169","49","0.253","1"
"709735008","0","35","M","2","High School","Married","$80K - $120K","Blue","22","3","1","4","3023.0","1435","1588.0","1920","34","0.475","0"
"709739283","0","62","M","0","High School","Single","Unknown","Blue","36","3","3","3","21329.0","2119","19210.0","4206","75","0.099","0"
"709741608","0","51","M","2","Unknown","Single","$80K - $120K","Blue","36","3","1","2","4546.0","0","4546.0","3739","53","0.0","0"
"709745508","1","58","F","2","Unknown","Divorced","$40K - $60K","Blue","47","1","4","3","2295.0","0","2295.0","2140","40","0.0","0"
"709757583","0","35","M","0","Unknown","Married","$120K +","Blue","36","5","2","1","3176.0","1510","1666.0","2074","48","0.475","1"
"709764483","1","61","M","1","Graduate","Unknown","$60K - $80K","Blue","53","1","1","2","6157.0","581","5576.0","4041","65","0.094","1"
"709785783","1","35","F","0","Graduate","Single","Less than $40K","Blue","25","5","3","4","2300.0","0","2300.0","1485","34","0.0","1"
"709790058","0","53","M","4","Graduate","Married","$120K +","Blue","40","1","1","3","6383.0","1512","4871.0","4985","87","0.237","1"
"709793133","0","43","F","2","Unknown","Single","$40K - $60K","Blue","36","6","1","4","3186.0","2470","716.0","1531","37","0.775","1"
"709798908","1","45","F","4","Unknown","Single","Less than $40K","Blue","32","3","3","4","2858.0","0","2858.0","2611","43","0.0","1"
"709803258","1","48","M","2","Unknown","Married","$80K - $120K","Blue","28","5","2","3","12073.0","0","12073.0","2400","52","0.0","1"
"709804533","0","40","M","4","Uneducated","Single","$120K +","Blue","34","3","1","3","17818.0","1451","16367.0","3973","74","0.081","1"
"709807383","0","35","F","2","Unknown","Married","Less than $40K","Blue","22","1","1","1","3616.0","1155","2461.0","15391","94","0.319","0"
"709823733","1","44","F","2","Graduate","Unknown","$40K - $60K","Blue","34","2","3","3","5508.0","0","5508.0","7507","78","0.0","1"
"709831983","0","57","M","2","Uneducated","Single","$120K +","Blue","46","3","2","3","34516.0","1244","33272.0","15176","126","0.036","1"
"709839858","0","58","F","2","Graduate","Married","Less than $40K","Blue","39","3","4","3","4608.0","1077","3531.0","1535","31","0.234","1"
"709850508","1","33","F","2","Graduate","Married","Less than $40K","Blue","20","3","2","5","3202.0","0","3202.0","2917","37","0.0","1"
"709854483","0","35","F","1","High School","Married","Unknown","Blue","17","5","3","3","4588.0","2517","2071.0","2442","62","0.549","1"
"709865883","1","38","M","2","High School","Divorced","$60K - $80K","Silver","25","1","2","3","26794.0","821","25973.0","8788","58","0.031","1"
"709871658","0","47","F","1","Unknown","Single","Less than $40K","Blue","36","2","3","3","7136.0","2345","4791.0","7729","86","0.329","1"
"709891608","1","41","M","2","High School","Married","$120K +","Blue","24","5","2","3","9924.0","0","9924.0","1949","43","0.0","0"
"709893858","1","43","M","3","Post-Graduate","Married","$40K - $60K","Blue","36","6","2","2","9422.0","2108","7314.0","4633","58","0.224","1"
"709897983","0","35","F","2","Doctorate","Married","$40K - $60K","Blue","24","5","2","3","2655.0","1527","1128.0","1921","26","0.575","1"
"709902108","0","51","M","2","High School","Married","$80K - $120K","Blue","40","4","3","2","8169.0","794","7375.0","4927","70","0.097","0"
"709927458","0","38","M","3","Graduate","Single","$40K - $60K","Blue","20","1","3","3","10486.0","1544","8942.0","4042","77","0.147","1"
"709928358","1","40","M","3","Graduate","Single","$80K - $120K","Blue","20","1","2","2","32554.0","0","32554.0","8528","87","0.0","1"
"709935708","0","55","F","1","Unknown","Married","$40K - $60K","Blue","43","2","1","2","3391.0","1696","1695.0","4291","77","0.5","0"
"709955958","0","41","F","1","High School","Single","Less than $40K","Blue","33","4","2","0","8054.0","1023","7031.0","3374","45","0.127","1"
"709959858","0","43","F","4","Graduate","Single","Less than $40K","Blue","32","6","3","4","4341.0","0","4341.0","3825","63","0.0","1"
"709961958","1","58","F","4","High School","Divorced","Unknown","Blue","45","4","1","1","21065.0","2517","18548.0","1060","32","0.119","0"
"709971708","1","51","F","1","High School","Single","Unknown","Blue","41","3","3","2","9701.0","0","9701.0","9404","62","0.0","1"
"709977933","1","52","M","5","Uneducated","Married","$80K - $120K","Blue","44","2","3","4","9959.0","199","9760.0","8517","60","0.02","1"
